,Chembl_ID,IC50,units,SMILES,S_MOE,pIC50,activo,S_Ledock,S_VINA,NHA,LE_MOE,LE_Ledock,LE_VINA,logP,LELP_MOE,LELP_Ledock,LELP_VINA
803,CHEMBL258463,53800.0,nM,Clc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccccc2)Cc2ccc(-c3nnsc3)cc2)c1,-6.7161126,4.269217724333611,1,-7.38,-8.3,35,0.1918889314285714,0.21085714285714285,0.23714285714285716,4.713000000000004,24.561083148010376,22.35162601626018,19.874096385542185
804,CHEMBL259170,57700.0,nM,Clc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccc(OCC(=O)O)cc2)Cc2ccc(-c3nnsc3)cc2)c1,-8.125041,4.238824186844268,1,-8.12,-8.2,40,0.203126025,0.20299999999999999,0.205,4.176400000000004,20.56063470941256,20.573399014778346,20.372682926829288
805,CHEMBL259171,137000.0,nM,S(=O)(=O)(N(Cc1cc(F)c(OCC(=O)O)c(F)c1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.6780968,3.8632794328435933,0,-7.33,-8.4,36,0.21328046666666667,0.2036111111111111,0.23333333333333334,4.337800000000003,20.338477628987448,21.30433833560711,18.59057142857144
806,CHEMBL261732,19900.0,nM,S(=O)(=O)(N(Cc1cc(F)c(OCC(=O)O)c(F)c1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.7008495,4.701146923590294,1,-7.75,-8.0,41,0.1878255975609756,0.18902439024390244,0.1951219512195122,3.8012000000000024,20.2379231018604,20.1095741935484,19.48115000000001
807,CHEMBL260991,198000.0,nM,S(=O)(=O)(N(Cc1cc(OC(F)(F)C(=O)O)ccc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-6.7338886,3.703334809738469,0,-7.13,-9.1,36,0.18705246111111112,0.19805555555555554,0.25277777777777777,4.652400000000004,24.872166729933745,23.49037868162695,18.405098901098917
808,CHEMBL260992,230000.0,nM,S(=O)(=O)(N(Cc1cc(OC(F)(F)C(=O)O)ccc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.696909,3.638272163982407,0,-7.73,-8.0,41,0.18772948780487805,0.18853658536585366,0.1951219512195122,4.115800000000003,21.92409966130561,21.830245795601567,21.093475000000012
809,CHEMBL261206,97100.0,nM,S(=O)(=O)(N(Cc1ccc(OC(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.3282399,4.012780770091995,1,-7.4,-8.7,36,0.20356221944444444,0.20555555555555557,0.24166666666666664,4.652400000000004,22.854928643916274,22.633297297297315,19.251310344827605
810,CHEMBL260925,29100.0,nM,S(=O)(=O)(N(Cc1ccc(OC(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.6338654,4.536107011014093,1,-7.46,-8.6,41,0.21058208292682926,0.18195121951219512,0.2097560975609756,4.115800000000003,19.5448726824025,22.620348525469186,19.62183720930234
811,CHEMBL428791,54100.0,nM,S(=O)(=O)(N(Cc1ccc(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.8894215,4.266802734893431,1,-6.88,-8.3,34,0.23204180882352943,0.2023529411764706,0.24411764705882355,4.059600000000002,17.495123058135512,20.061976744186058,16.62968674698796
812,CHEMBL258697,59600.0,nM,S(=O)(=O)(N(Cc1ccc(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.137764,4.2247537402597635,1,-6.98,-7.6,39,0.2086606153846154,0.17897435897435898,0.19487179487179487,3.5230000000000015,16.883876209730346,19.684383954154736,18.078552631578955
813,CHEMBL409829,123000.0,nM,S(=O)(=O)(N(Cc1ccc(C[P+]([OH0])(=O)[O-])cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-8.1296854,3.910094888560602,0,-8.2,-8.6,34,0.23910839411764706,0.24117647058823527,0.2529411764705882,4.080100000000003,17.06380913583693,16.917487804878064,16.13062790697676
814,CHEMBL409926,96800.0,nM,S(=O)(=O)(N(Cc1ccc(C[P+]([OH0])(=O)[O-])cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.1206684,4.014124642691606,1,-9.28,-8.3,39,0.20822226666666666,0.23794871794871794,0.21282051282051284,3.5435000000000025,17.017872568223584,14.891864224137942,16.650180722891577
815,CHEMBL410646,16.0,nM,[P+]([OH0])(=O)([O-])C(F)(F)c1ccc(CC(C)(n2nnc3c2cccc3)c2ccccc2)cc1,-8.1392765,7.795880017344075,1,-7.71,-8.9,31,0.2625573064516129,0.24870967741935485,0.2870967741935484,4.4707000000000034,17.027520812199967,17.975577172503257,15.572101123595518
816,CHEMBL260442,310.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)cc(C#N)cc2,-7.465096,6.508638306165727,1,-6.64,-8.3,20,0.3732548,0.33199999999999996,0.41500000000000004,3.5071800000000017,9.396208702473489,10.563795180722899,8.451036144578318
817,CHEMBL259628,120.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(C#N)c2,-7.733891,6.920818753952375,1,-6.95,-8.5,20,0.38669454999999997,0.34750000000000003,0.425,3.5071800000000017,9.069639073009956,10.092604316546767,8.252188235294122
818,CHEMBL259051,90.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CC#N)c2,-8.0605211,7.045757490560675,1,-7.17,-8.5,21,0.38383433809523815,0.3414285714285714,0.40476190476190477,3.7015800000000025,9.64369164668523,10.841447698744778,9.145080000000005
819,CHEMBL259050,510.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(COC)c2,-7.9358587,6.292429823902063,1,-6.96,-8.4,21,0.3778980333333333,0.3314285714285714,0.4,3.781900000000003,10.007726070021894,11.410905172413802,9.454750000000006
820,CHEMBL259267,1300.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CS(=O)(=O)C)c2,-8.2364006,5.886056647693163,1,-7.58,-8.7,23,0.35810437391304345,0.32956521739130434,0.3782608695652174,3.180100000000002,8.880371845925033,9.649379947229558,8.407160919540235
821,CHEMBL259266,1500.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CNC(=O)C)c2,-8.6646729,5.823908740944319,1,-7.58,-8.8,23,0.37672490869565217,0.32956521739130434,0.3826086956521739,3.271600000000002,8.684320904947265,9.927018469656998,8.550772727272733
822,CHEMBL408382,330.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(C)c2,-7.6670914,6.481486060122112,1,-6.58,-8.7,19,0.40353112631578947,0.3463157894736842,0.45789473684210524,3.943920000000002,9.773521155623635,11.38821884498481,8.61315862068966
823,CHEMBL260914,250.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)N)ccc2c1,-7.9580879,6.6020599913279625,1,-7.3,-8.7,21,0.37895656666666666,0.3476190476190476,0.41428571428571426,2.1294000000000004,5.619113606422971,6.125671232876714,5.13993103448276
824,CHEMBL407893,1260.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)NC)ccc2c1,-8.2665539,5.899629454882437,1,-7.41,-8.9,22,0.37575245,0.33681818181818185,0.40454545454545454,2.3901000000000003,6.36083676899512,7.096113360323887,5.908112359550563
825,CHEMBL261108,45.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)NCc3ccccc3)ccc2c1,-8.3421459,7.346787486224656,1,-7.72,-8.4,28,0.29793378214285715,0.2757142857142857,0.3,3.9605000000000024,13.293222311060283,14.364507772020735,13.201666666666675
826,CHEMBL261362,27.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)Nc3cc(F)ccc3)ccc2c1,-8.6149683,7.568636235841012,1,-7.45,-8.6,28,0.3076774392857143,0.26607142857142857,0.3071428571428571,4.421900000000003,14.371869482096653,16.619221476510077,14.396883720930242
827,CHEMBL261418,60.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)Nc3ccccc3)ccc2c1,-8.5296869,7.221848749616356,1,-7.32,-8.6,27,0.3159143296296296,0.27111111111111114,0.3185185185185185,4.282800000000002,13.556839935121188,15.797213114754102,13.446000000000007
828,CHEMBL411295,7.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C=Cc3cc(C(=O)O)ccc3)ccc2c1,-7.0618105,8.154901959985743,1,-7.19,-7.9,29,0.24351070689655172,0.24793103448275863,0.27241379310344827,4.899100000000003,20.11862255437187,19.759930458970807,17.984037974683556
829,CHEMBL261419,160.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C=Cc3ccccc3)ccc2c1,-8.1455669,6.795880017344075,1,-7.12,-6.8,26,0.31329103461538466,0.27384615384615385,0.26153846153846155,5.200900000000003,16.600858069190995,18.992050561797765,19.88579411764707
830,CHEMBL405419,14000.0,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C)ccc2c1,-7.7737274,4.853871964321762,1,-6.73,-8.8,19,0.40914354736842107,0.3542105263157895,0.46315789473684216,3.3389200000000017,8.160754389200736,9.426371471025265,7.209031818181821
831,CHEMBL514108,15000.0,nM,O=C(O)C(N=C(C)C1C(=O)C2(C)c3c(O)c(C)c(O)c(C(=O)C)c3OC2=CC1=O)CCC(=O)OC,-5.7928801,4.823908740944319,1,-5.74,-6.2,35,0.16551085999999998,0.164,0.17714285714285716,1.7781200000000001,10.743222529325267,10.84219512195122,10.037774193548387
832,CHEMBL367881,16400.0,nM,O=C(C)c1c(O)c(C)c(O)c2C3(C)C(=O)C(C(=O)C)C(=O)C=C3Oc12,-5.0596914,4.785156151952302,1,-5.58,-7.3,25,0.202387656,0.2232,0.292,1.4998199999999995,7.41062982615896,6.719623655913976,5.136369863013697
833,CHEMBL457491,23200.0,nM,O=C(O)C(N=C(C)C1C(=O)C2(C)c3c(O)c(C)c(O)c(C(=O)C)c3OC2=CC1=O)CCC(=O)O,-6.4283285,4.634512015109101,1,-6.3,-7.8,34,0.18906848529411766,0.18529411764705883,0.22941176470588234,1.68972,8.937079055620758,9.11912380952381,7.365446153846155
834,CHEMBL502257,96700.0,nM,S(=O)(=O)(O)c1cc2c(N=Nc3c([N+](=O)[O-])cccc3)c(O)[nH]c2cc1,-6.9768648,4.014573525916998,1,-6.75,-8.2,25,0.279074592,0.27,0.32799999999999996,3.4438000000000013,12.340069998203209,12.754814814814818,10.499390243902445
835,CHEMBL497509,38200.0,nM,O=C(O)c1cc(N=Nc2c(O)[nH]c3c2cc(C(=O)O)cc3)ccc1,-7.2750916,4.4179366370882915,1,-6.61,-8.9,24,0.30312881666666663,0.2754166666666667,0.37083333333333335,3.6853000000000007,12.157537645299206,13.380816944024208,9.93788764044944
836,CHEMBL526644,1500.0,nM,O=C(O)c1c(N=Nc2c(O)[nH]c3c2cc(C(=O)O)cc3)cccc1,-7.184103,5.823908740944319,1,-6.75,-9.1,24,0.299337625,0.28125,0.37916666666666665,3.6853000000000016,12.31151613499974,13.103288888888894,9.719472527472533
837,CHEMBL498474,63100.0,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cc1,-7.5165162,4.199970640755866,1,-6.98,-8.7,37,0.2031490864864865,0.18864864864864866,0.23513513513513512,6.137800000000005,30.213278859160866,32.535616045845295,26.10328735632186
838,CHEMBL498473,32800.0,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cc1,-6.8705378,4.484126156288321,1,-7.16,-8.8,37,0.1856902108108108,0.1935135135135135,0.23783783783783785,6.137800000000005,33.053977230137676,31.717681564245837,25.80665909090911
839,CHEMBL500677,19300.0,nM,Clc1c(CCNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)ccc(Cl)c1,-6.8325119,4.714442690992226,1,-7.61,-8.6,35,0.19521462571428572,0.21742857142857144,0.2457142857142857,5.814900000000004,29.78721486017465,26.743955321944828,23.665290697674436
840,CHEMBL502014,54900.0,nM,Clc1c(F)ccc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)c1,-7.0911808,4.260427655549908,1,-6.82,-8.9,34,0.2085641411764706,0.20058823529411765,0.26176470588235295,5.258100000000003,25.21094935275097,26.213401759530807,20.08712359550563
841,CHEMBL526369,11400.0,nM,S(=O)(=O)(NCc1ccc(F)cc1)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.6000438,4.943095148663527,1,-7.09,-8.7,33,0.20000132727272726,0.21484848484848484,0.2636363636363636,4.604700000000003,23.023347208695814,21.432313117066304,17.466103448275874
842,CHEMBL502013,14500.0,nM,S(=O)(=O)(NCc1ccc(F)cc1)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-6.8719921,4.838631997765025,1,-6.86,-8.8,33,0.20824218484848483,0.20787878787878789,0.26666666666666666,4.604700000000003,22.11223438397144,22.150889212828,17.26762500000001
843,CHEMBL526177,25700.0,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4c(C(=O)O)cccc4)c(O)[nH]c3cc2)cc1,-6.6594768,4.590066876668706,1,-6.66,-8.3,37,0.17998585945945947,0.18,0.22432432432432434,6.137800000000005,34.101567858904495,34.098888888888915,27.361277108433754
844,CHEMBL502006,19400.0,nM,Clc1c(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cccc1,-6.9988413,4.7121982700697735,1,-7.01,-8.8,33,0.2120861,0.2124242424242424,0.26666666666666666,5.119000000000003,24.136423839186083,24.098002853067065,19.196250000000013
845,CHEMBL525078,11700.0,nM,Clc1c(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cccc1,-6.9344754,4.931814138253839,1,-7.42,-8.8,33,0.2101356181818182,0.22484848484848485,0.26666666666666666,5.119000000000003,24.3604584710186,22.766442048517536,19.196250000000013
846,CHEMBL499061,7500.0,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cc1,-6.6954412,5.1249387366083,1,-7.22,-8.8,33,0.2028921575757576,0.21878787878787878,0.26666666666666666,5.119000000000004,25.230152122014022,23.3970914127424,19.196250000000017
847,CHEMBL502815,18800.0,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cc1,-6.8441024,4.72584215073632,1,-6.99,-8.8,33,0.20739704242424242,0.21181818181818182,0.26666666666666666,5.119000000000003,24.6821263223648,24.166952789699586,19.196250000000013
848,CHEMBL502540,15400.0,nM,Clc1cc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)ccc1,-7.344327,4.812479279163537,1,-7.45,-8.7,33,0.22255536363636363,0.22575757575757577,0.2636363636363636,5.119000000000003,23.001018337010336,22.674765100671156,19.416896551724154
849,CHEMBL502539,2500.0,nM,S(=O)(=O)(NCc1ccccc1)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.7006383,5.6020599913279625,1,-7.38,-8.7,32,0.209394946875,0.230625,0.271875,4.465600000000003,21.32620708686814,19.363035230352317,16.42519540229886
850,CHEMBL527109,11300.0,nM,S(=O)(=O)(NCc1ccc(C)cc1)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-7.2587781,4.94692155651658,1,-6.53,-9.0,33,0.21996297272727272,0.19787878787878788,0.2727272727272727,4.774020000000004,21.703743774727062,24.1259816232772,17.504740000000016
851,CHEMBL525812,9800.0,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4c([N+](=O)[O-])cccc4)c(O)[nH]c3cc2)cc1,-5.7992272,5.008773924307505,1,-6.79,-7.5,33,0.17573415757575758,0.20575757575757575,0.22727272727272727,5.329000000000004,30.32421285374026,25.89941089837999,23.44760000000002
852,CHEMBL446483,156600.0,nM,S(=O)(=O)(N)c1cc2c(N=Nc3c([N+](=O)[O-])cccc3)c(O)[nH]c2cc1,-6.6406054,3.8052082422780753,0,-7.03,-8.0,25,0.265624216,0.2812,0.32,2.8445,10.708737489506603,10.115576102418208,8.8890625
853,CHEMBL499329,9300.0,nM,S(=O)(=O)(NC(C)C)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.5694375,5.031517051446064,1,-6.89,-8.3,28,0.23462276785714287,0.24607142857142855,0.29642857142857143,3.6738000000000017,15.658326911550652,14.929811320754725,12.393542168674704
854,CHEMBL526866,37100.0,nM,S(=O)(=O)(NC(C)C)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-6.8346052,4.430626090384954,1,-6.76,-8.1,28,0.24409304285714287,0.2414285714285714,0.28928571428571426,3.6738000000000017,15.050818151134765,15.216923076923086,12.699555555555563
855,CHEMBL492708,17000.0,nM,O=C1C(Cc2ccc(-c3ccc(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1ccc(O)c2,-5.6753588,4.769551078621726,1,-5.8,-7.8,33,0.17198056969696968,0.17575757575757575,0.23636363636363636,5.834600000000006,33.92592552914896,33.19686206896555,24.68484615384618
856,CHEMBL515146,2000.0,nM,O=C1C(Cc2ccc(-c3ccccc3)cc2)=C(c2ccc(O)cc2)Oc2c1cc(O)c(O)c2,-6.4304376,5.698970004336019,1,-6.03,-8.1,33,0.19486174545454546,0.18272727272727274,0.24545454545454545,5.834600000000006,29.942254629762708,31.930646766169186,23.770592592592617
857,CHEMBL494537,900.0,nM,O=C(O)c1c(O)cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)cccc4)cc2)cc1,-6.9089365,6.045757490560675,1,-6.33,-9.2,35,0.19739818571428572,0.18085714285714286,0.26285714285714284,5.827200000000006,29.52002815483978,32.219905213270174,22.168695652173938
858,CHEMBL495142,1000.0,nM,O=C(O)c1c(O)cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)ccc(O)c4)cc2)cc1,-5.7349057,6.0,1,-5.61,-9.4,36,0.1593029361111111,0.15583333333333335,0.2611111111111111,5.532800000000005,34.73131214694606,35.504598930481315,21.189446808510656
859,CHEMBL523885,5000.0,nM,O=C1C(Cc2ccc(-c3cc(O)c(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1cccc2,-5.5852742,5.301029995663981,1,-6.73,-8.4,33,0.16925073333333332,0.20393939393939395,0.2545454545454546,5.834600000000006,34.473115035247545,28.609479940564665,22.921642857142878
860,CHEMBL521821,7700.0,nM,O=C1C(Cc2ccc(-c3cc(O)c(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1ccc(O)c2,-5.2659564,5.113509274827518,1,-6.33,-7.7,34,0.1548810705882353,0.1861764705882353,0.22647058823529412,5.540200000000007,35.770672161281134,29.757788309636684,24.46322077922081
861,CHEMBL493122,6200.0,nM,O=C(O)c1cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)ccc(O)c4)cc2)ccc1,-5.9655056,5.207608310501746,1,-6.2,-8.9,35,0.17044301714285714,0.17714285714285716,0.2542857142857143,5.827200000000006,34.188552266215325,32.89548387096777,22.915955056179797
862,CHEMBL474021,1080.0,nM,O=C(c1c(-c2ccc(-c3ccc(O)cc3)cc2)c2c(o1)cccc2)c1ccc(O)cc1,-5.2462907,5.96657624451305,1,-5.67,-7.9,31,0.16923518387096775,0.1829032258064516,0.25483870967741934,6.409000000000006,37.87037573041848,35.04038800705471,25.14924050632914
863,CHEMBL493908,10900.0,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.4891305,4.962573502059376,1,-4.92,-5.6,35,0.12826087142857143,0.14057142857142857,0.16,5.176800000000005,40.361490939058285,36.82682926829272,32.35500000000003
864,CHEMBL470029,3500.0,nM,O=C(O)C12C(C=3C(C)(C4(C)C(C5(C)C(C(C)(C)C(=O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,-4.5372686,5.455931955649724,1,-3.98,-6.5,33,0.1374929878787879,0.1206060606060606,0.19696969696969696,7.4418000000000095,54.12494204112146,61.703366834170936,37.781446153846204
865,CHEMBL399873,15600.0,nM,OCC12C(C(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(C)(C)C(O)CC4)CC3)CC=1)CC2,-4.1214757,4.806875401645539,1,-3.74,-6.2,32,0.128796115625,0.116875,0.19375,6.997200000000009,54.32772538244015,59.869090909090986,36.11458064516134
866,CHEMBL493893,18800.0,nM,O=C(O)C12C(C(O)C(C)(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.2312336,4.72584215073632,1,-4.65,-5.6,35,0.12089238857142859,0.13285714285714287,0.16,5.176800000000005,42.82155445163797,38.96516129032262,32.35500000000003
867,CHEMBL494111,8100.0,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(=O)CC4)CC3)CC=1)CC2,-4.3229818,5.09151498112135,1,-4.82,-5.9,35,0.12351376571428571,0.13771428571428573,0.1685714285714286,5.385000000000006,43.59837924832351,39.10269709543572,31.94491525423732
868,CHEMBL522373,12800.0,nM,O=C(O)C12C(C(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.5351524,4.892790030352131,1,-4.32,-5.5,34,0.13338683529411766,0.12705882352941178,0.16176470588235295,6.0619000000000085,45.44601411851127,47.70939814814821,37.473563636363686
869,CHEMBL486986,3900.0,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(C)(C)C(O)CC4)CC3)CC=1)CC2,-4.6323333,5.4089353929735005,1,-4.21,-6.3,34,0.13624509705882354,0.12382352941176471,0.18529411764705883,6.204400000000009,45.5385194325288,50.10679334916871,33.484063492063534
870,CHEMBL458936,13900.0,nM,O=C1c2c(O)cc(O)cc2OC(c2c(CC=C(C)C)c3c(c(O)c2)OC(C)(C)C=C3)C1,-5.9261236,4.856985199745905,1,-5.49,-7.9,31,0.19116527741935485,0.17709677419354838,0.25483870967741934,5.202800000000003,27.216239634286417,29.378287795992733,20.416050632911407
871,CHEMBL458555,14900.0,nM,O=C1c2c(O)cc(O)cc2OC(c2cc(CC=C(C)C)c3OC(C)(C)C(O)Cc3c2)C1,-6.0176353,4.826813731587726,1,-5.56,-7.8,31,0.1941172677419355,0.17935483870967742,0.25161290322580643,4.387400000000003,22.601801740959623,24.462122302158292,17.437102564102577
872,CHEMBL515537,17900.0,nM,O(C)c1c2OC(CO)(C)C=Cc2cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)c1,-6.2335563,4.747146969020107,1,-5.53,-8.2,28,0.22262701071428573,0.1975,0.2928571428571428,2.969500000000002,13.33845336409331,15.035443037974693,10.139756097560984
873,CHEMBL457525,18200.0,nM,O(C)c1c2OC(C)(C)C(O)Cc2cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)c1,-6.3551583,4.739928612014925,1,-5.37,-7.2,28,0.2269699392857143,0.19178571428571428,0.2571428571428572,2.8873000000000015,12.721067860732918,15.05482309124768,11.228388888888894
874,CHEMBL458620,18200.0,nM,O=C1c2c(O)cc(O)cc2OC(c2c(CC=C(C)C)c(O)c3OC(C)(C)C(O)C(O)c3c2)C1,-5.8153319,4.739928612014925,1,-5.54,-7.8,33,0.1762221787878788,0.16787878787878788,0.23636363636363636,3.5839000000000025,20.33739467217685,21.34814079422384,15.162653846153857
875,CHEMBL515837,18900.0,nM,O(C)c1c(C=CC(O)(C)C)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)cc1CC=C(C)C,-6.3745065,4.723538195826756,1,-6.26,-8.7,32,0.199203328125,0.195625,0.271875,5.105700000000004,25.630595874363003,26.099424920127817,18.779586206896568
876,CHEMBL458619,19000.0,nM,O=C1c2c(O)cc(O)cc2OC(c2cc(CC=C(C)C)c3OC(C)(C)C(O)C(O)c3c2)C1,-6.59655,4.721246399047171,1,-6.0,-8.2,32,0.2061421875,0.1875,0.25625,3.878300000000003,18.81371322888481,20.684266666666684,15.134829268292696
877,CHEMBL513969,21600.0,nM,O(C)c1c(C=CC(=C)C)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)cc1CC=C(C)C,-6.6097221,4.665546248849069,1,-5.72,-8.5,31,0.21321684193548388,0.18451612903225806,0.27419354838709675,5.910900000000006,27.72248170615224,32.034597902097936,21.557400000000023
878,CHEMBL476249,1900.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(Oc4ccccc4)ccc3)SC2=Nc2ccccc2)cc1,-6.8492026,5.721246399047171,1,-6.28,-9.0,37,0.18511358378378379,0.16972972972972974,0.24324324324324326,6.981300000000005,37.713601872428214,41.13186305732487,28.700900000000022
879,CHEMBL478274,1100.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(Oc4ccccc4)cc3)SC2=Nc2ccccc2)cc1,-6.165215,5.958607314841775,1,-6.14,-8.3,37,0.16662743243243244,0.16594594594594594,0.22432432432432434,6.981300000000005,41.8976629363291,42.069723127035864,31.121457831325323
880,CHEMBL514239,3800.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(OCc4ccccc4)ccc3)SC2=Nc2ccccc2)cc1,-7.3269596,5.42021640338319,1,-6.57,-8.7,38,0.19281472631578947,0.17289473684210527,0.22894736842105262,6.768000000000006,35.101053375536594,39.14520547945209,29.561379310344854
881,CHEMBL477262,1100.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(OCc4ccccc4)cc3)SC2=Nc2ccccc2)cc1,-7.0300536,5.958607314841775,1,-6.06,-8.0,38,0.18500141052631577,0.1594736842105263,0.21052631578947367,6.768000000000006,36.58350485407398,42.439603960396084,32.14800000000003
882,CHEMBL477263,14000.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3c4c(ccc3)cccc4)SC2=Nc2ccccc2)cc1,-7.0227046,4.853871964321762,1,-6.4,-9.2,34,0.20655013529411764,0.18823529411764706,0.27058823529411763,6.3422000000000045,30.705378096068593,33.69293750000003,23.43856521739132
883,CHEMBL476666,1900.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc4c(cc3)cccc4)SC2=Nc2ccccc2)cc1,-6.4011459,5.721246399047171,1,-6.14,-8.7,34,0.18826899705882355,0.18058823529411763,0.25588235294117645,6.3422000000000045,33.68690596475861,35.119674267101004,24.78560919540232
884,CHEMBL476664,35400.0,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(O)ccc3)SC2=Nc2ccccc2)cc1,-6.6617074,4.450996737974212,1,-6.06,-8.6,31,0.2148937870967742,0.19548387096774192,0.27741935483870966,4.894600000000003,22.776833458641562,25.038382838283848,17.64332558139536
