Chembl_ID,IC50,units,SMILES,S_MOE,pIC50,activo,S_Ledock,S_VINA
CHEMBL1946244,91700,nM,Brc1ccc(NC(P(=O)(OCC)OCC)c2c(O)cccc2)cc1,-6.0571718,4.037630664,1,-5.54,-5.8
CHEMBL1946245,217000,nM,P(=O)(OCC)(OCC)C(Nc1ccc([N+](=O)[O-])cc1)c1c(O)cccc1,-6.2875443,3.663540266,0,-6.96,-6.6
CHEMBL1946246,137000,nM,Clc1c(NC(P(=O)(OCC)OCC)c2c(O)cccc2)cccc1,-5.3877192,3.863279433,0,-5.26,-5.4
CHEMBL1946247,6640,nM,[P+]([OH0])(=O)([O-])C(Nc1ccc(O)cc1)c1c(O)cccc1,-6.0797024,5.177831921,1,-6.17,-6.4
CHEMBL1946248,135000,nM,[P+](=O)(OCC)([O-])[CH0](NC(C=O)C(O)O)c1c(O)cccc1,-5.5560431,3.869666232,0,-8.3,-5
CHEMBL1946249,334000,nM,[P+](=O)(OCC)([O-])[CH0](NC(C(=O)O)Cc1nc[nH]c1)c1c(O)cccc1,-5.6596913,3.476253533,0,-7.3,-5.2
CHEMBL455453,23000,nM,O=[N+]([O-])c1ccc(C(=O)C=Cc2cc3OCOc3cc2)cc1,-6.013464,4.638272164,1,-6.73,-8.4
CHEMBL519069,29000,nM,Brc1ccc(C(=O)C=Cc2cc3c(cc2)cccc3)cc1,-5.8134575,4.537602002,1,-4.77,-8.1
CHEMBL1946281,100000,nM,Clc1sc(C(=O)C=Cc2cc3c(cc2)cccc3)cc1,-5.7674851,4,1,-5.05,-7.7
CHEMBL455469,107000,nM,O=[N+]([O-])c1cc(C(=O)C=Cc2cc3OCOc3cc2)ccc1,-5.8604717,3.970616222,0,-6.41,-8.5
CHEMBL1946998,3090000,nM,O=C(O)c1ccc(C=CC(=O)c2cc3c(cc2)cccc3)cc1,-6.3796167,2.510041521,0,-4.87,-8.3
CHEMBL1945186,263000,nM,O=C(C=Cc1cc(OC)c(OCc2ccccc2)cc1)c1c(OC)cc(OC)cc1,-6.4580436,3.580044252,0,-5.36,-7.6
CHEMBL2011707,9000,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc4c(cc3)cccc4)SC2=Nc2ccc(OC)cc2)cc1,-6.5945396,5.045757491,1,-6.18,-8.7
CHEMBL2011706,3000,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(OCc4ccccc4)cc3)SC2=Nc2ccc(OC)cc2)cc1,-7.135725,5.522878745,1,-6.49,-7.8
CHEMBL2011705,5100,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(OCc4ccccc4)ccc3)SC2=Nc2ccc(OC)cc2)cc1,-7.1754479,5.292429824,1,-6.84,-8.8
CHEMBL2011704,2500,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(Oc4ccccc4)cc3)SC2=Nc2ccc(OC)cc2)cc1,-7.3935728,5.602059991,1,-6.21,-8.2
CHEMBL2011703,10900,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(Oc4ccccc4)ccc3)SC2=Nc2ccc(OC)cc2)cc1,-7.0335717,4.962573502,1,-6.76,-9
CHEMBL2011702,2400,nM,FC(F)(F)c1ccc(N=C2N(Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3cc4c(cc3)cccc4)S2)cc1,-7.281199,5.619788758,1,-6.42,-8.7
CHEMBL2011701,1400,nM,FC(F)(F)c1ccc(N=C2N(Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3ccc(OCc4ccccc4)cc3)S2)cc1,-7.425766,5.853871964,1,-6.57,-7.6
CHEMBL2011700,5600,nM,FC(F)(F)c1ccc(N=C2N(Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3cc(OCc4ccccc4)ccc3)S2)cc1,-7.3320947,5.251811973,1,-7.03,-8.9
CHEMBL2011698,10400,nM,FC(F)(F)c1ccc(N=C2N(Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3cc(Oc4ccccc4)ccc3)S2)cc1,-7.1222906,4.982966661,1,-6.74,-9
CHEMBL2011699,2200,nM,FC(F)(F)c1ccc(N=C2N(Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3ccc(Oc4ccccc4)cc3)S2)cc1,-7.1787114,5.657577319,1,-6.31,-8.2
CHEMBL1290156,3260,nM,Brc1c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2)c(Br)c(OC)c1OC,-5.3297582,5.4867824,1,-5.45,-5.3
CHEMBL2016657,2020,nM,Brc1c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(OC)c1OC,-4.5273404,5.694648631,1,-5.59,-5
CHEMBL2016662,2450,nM,Brc1c(Br)c(C(=O)c2c(Br)c(Br)c(O)c(O)c2)c(Br)c(O)c1O,-5.1817989,5.610833916,1,-5.63,-6
CHEMBL253690,2420,nM,Brc1c(Br)c(Cc2c(Br)c(Br)c(O)c(O)c2)cc(O)c1O,-5.4720192,5.616184634,1,-5.74,-6.9
CHEMBL374829,680,nM,Brc1c(Br)c(Cc2c(Br)c(Br)c(O)c(O)c2Br)c(Br)c(O)c1O,-4.6085424,6.167491087,1,-5.84,-5.5
CHEMBL2002784,11000,nM,O=C(OCC)C(=O)N=C1Sc2c(N1)ccc(C)c2,-6.0103173,4.958607315,1,-6.21,-7.5
CHEMBL2035961,10100,nM,Clc1cc2SC(=NC(=O)C(=O)OCC)Nc2cc1,-5.8685145,4.995678626,1,-6.29,-7.3
CHEMBL2035962,8700,nM,Fc1cc2SC(=NC(=O)C(=O)OCC)Nc2cc1,-5.8344831,5.060480747,1,-6.16,-7.4
CHEMBL2063149,6800,nM,OCC12C(C(C)C)CC(O)C1C1(C)C(C)(C3C(O)CC=4C(C)(C)C(O)CCC=4C3=CC1)CC2,-4.5547342,5.167491087,1,-4.3,-6.9
CHEMBL2063150,6800,nM,OCC12C(C(C)C)C(O)C(O)C1C1(C)C(C)(C3C(O)CC=4C(C)(C)C(O)CCC=4C3=CC1)CC2,-4.981986,5.167491087,1,-4.39,-6.8
CHEMBL2063151,6800,nM,O=C1C2C3(C)C(C)(C4C(O)CC=5C(C)(C)C(O)CCC=5C4=CC3)CCC2(CO)C(C(C)C)C1,-4.5369482,5.167491087,1,-4,-5.8
CHEMBL2063152,6800,nM,OCC1(C)C(O)CCC=2C=3C(C4(C)C(C)(C5C(CO)(C(C(C)C)CC5O)CC4)CC=3)C(O)CC1=2,-4.3323507,5.167491087,1,-4.81,-7
CHEMBL2063153,6800,nM,OCC12C(C(C)C)CC(O)C1C1(C)C(C)(C3C(O)CC4C(C)(C)C(O)CC=C4C3=CC1)CC2,-4.6669793,5.167491087,1,-3.87,-6.4
CHEMBL2062593,83700,nM,Fc1cc(CN=C(CCCCCCCCCCCCCCC)c2c(O)c(CO)oc2O)ccc1,-7.1899214,4.077274542,1,-6.43,-5.9
CHEMBL2062707,68100,nM,OCc1c(O)c(C(=NCc2ccc(O)cc2)CCCCCCCCCCCCCCC)c(O)o1,-6.7709465,4.166852888,1,-6.92,-6.3
CHEMBL2086414,6300,nM,O=C(O)C12C(C(C)C(=C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.6435714,5.200659451,1,-4.46,-5.5
CHEMBL2088611,17400,nM,O=C(O)C12C(C(C)C(=C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)C(O)C4)CC3)CC=1)CC2,-5.0439548,4.759450752,1,-3.56,-5.4
CHEMBL2087695,1300,nM,Brc1ccc(C=2NC(=NCCCCOc3ccc(C=CS(=O)(=O)OCC)cc3)SC=2)cc1,-7.6131325,5.886056648,1,-6.93,-7.3
CHEMBL2087698,1300,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3ccc(F)cc3)N2)cc1,-7.3178835,5.886056648,1,-6.73,-7.3
CHEMBL2087696,1400,nM,Clc1c(C=2NC(=NCCCCOc3ccc(C=CS(=O)(=O)OCC)cc3)SC=2)cccc1,-7.1673136,5.853871964,1,-6.63,-7.4
CHEMBL2087691,1500,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3ncccc3)N2)cc1,-7.850162,5.823908741,1,-6.73,-7.2
CHEMBL2087689,1900,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3ccc(-c4ccccc4)cc3)N2)cc1,-7.984983,5.721246399,1,-6.85,-7.8
CHEMBL2087693,2000,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3cc(OC)ccc3)N2)cc1,-7.8584499,5.698970004,1,-6.88,-7.4
CHEMBL2087692,2400,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3c4c(ccc3)cccc4)N2)cc1,-6.8731627,5.619788758,1,-6.38,-7.7
CHEMBL2087697,2500,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3c(F)cccc3)N2)cc1,-7.687758,5.602059991,1,-7.34,-7.4
CHEMBL2087683,2600,nM,S(=O)(=O)(OCC)C=Cc1cc(OC)c(OCCCCN=C2SC(c3ccccc3)=C(c3ccccc3)N2)cc1,-7.5983033,5.585026652,1,-6.21,-7
CHEMBL2087684,3300,nM,S(=O)(=O)(OCC)C=Cc1cc(OCCCCN=C2SC=C(c3ccccc3)N2)c(OC)cc1,-7.1943169,5.48148606,1,-7.34,-7.3
CHEMBL2087685,5100,nM,S(=O)(=O)(OCC)C=Cc1cc(OCCCCN=C2SC(c3ccccc3)=C(c3ccccc3)N2)c(OC)cc1,-6.8055077,5.292429824,1,-7.65,-7.5
CHEMBL2087687,5800,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC(C)=C(c3ccccc3)N2)cc1,-7.2414789,5.236572006,1,-6.27,-7.6
CHEMBL2087690,8600,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3sccc3)N2)cc1,-7.2725563,5.065501549,1,-6.99,-7
CHEMBL2087688,9600,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC(c3ccccc3)=C(c3ccccc3)N2)cc1,-7.8242545,5.017728767,1,-6.64,-7.6
CHEMBL2087686,9700,nM,S(=O)(=O)(OCC)C=Cc1cc(OCCCCN=C2SC(C)=C(c3ccccc3)N2)c(OC)cc1,-6.9108238,5.013228266,1,-7.36,-7.3
CHEMBL2087694,10400,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3ccc(OC)cc3)N2)cc1,-7.4654913,4.982966661,1,-6.34,-7.1
CHEMBL2087682,15100,nM,S(=O)(=O)(OCC)C=Cc1cc(OC)c(OCCCCN=C2SC(C)=C(c3ccccc3)N2)cc1,-7.2988415,4.821023053,1,-6.97,-7.2
CHEMBL2087681,22000,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCCN=C2SC=C(c3ccccc3)N2)cc1,-6.935781,4.657577319,1,-6.49,-7.2
CHEMBL2087380,24500,nM,S(=O)(=O)(OC)C=Cc1c(OCCc2c(C)oc(-c3ccccc3)n2)cc(OCc2ccccc2)cc1,-6.6203589,4.610833916,1,-7.85,-8.5
CHEMBL2087680,24800,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCCCN=C2SC=C(c3ccccc3)N2)cc1,-7.5754304,4.605548319,1,-6.95,-7.6
CHEMBL2087674,38400,nM,S(=O)(=O)(OCC)C=Cc1c(OCCc2nc(-c3ccccc3)sc2)cc(OCc2ccccc2)cc1,-7.0982947,4.415668776,1,-7.9,-7.9
CHEMBL2087678,44400,nM,S(=O)(=O)(OCC)C=Cc1ccc(OCc2noc(-c3ccc(OCC)cc3)c2)cc1,-6.8456368,4.35261703,1,-6.19,-7.3
CHEMBL2087676,84600,nM,S(=O)(=O)(OCC)C=CCc1oc2c(c1)ccc(OCCc1c(C)oc(-c3ccccc3)n1)c2,-7.2736831,4.072629637,1,-6.19,-8.4
CHEMBL2087700,5000,nM,S(=O)(=O)(O)C(F)(F)c1ccc(-c2cc(F)ccc2)cc1,-7.4891038,5.301029996,1,-6.2,-9
CHEMBL463665,9100,nM,O=C(O)C12C(=CC(C)(C)CC1)C1C(C)(C3(C)C(C4(C)C(C(C)(C)C(O)CC4)CC3)CC1)CC2,-5.0485845,5.040958608,1,-3.73,-6.8
CHEMBL472646,13200,nM,O=C(O)C12C(=CC(C)(C)CC1)C1C(C)(C3(C)C(C4(C)C(C(C)(C)C(=O)CC4)CC3)CC1)CC2,-4.4104075,4.879426069,1,-3.64,-6.6
CHEMBL2158214,550,nM,O=C(O)c1ccc(COc2ccc(C=C3C(=O)N(Cc4ccc(C(=O)O)cc4)C(=Nc4ccccc4)S3)cc2)cc1,-8.467001,6.259637311,1,-6.68,-7.9
CHEMBL2159045,7800,nM,O=C1C(c2cc(CC=C(C)C)c(O)cc2)=COc2c(CC=C(C)C)c(O)ccc12,-5.7087913,5.107905397,1,-6.04,-8.4
CHEMBL2159049,24200,nM,O=C1C(c2ccc(O)cc2)=COc2c(CC=C(C)C)c3OC(C(O)(C)C)Cc3c(O)c12,-5.9536285,4.616184634,1,-5.99,-8.3
CHEMBL2159046,13800,nM,O(C)c1c(C2C(=O)c3c(O)cc(O)cc3OC2)cc2c(OC(C)(C)C=C2)c1,-6.1282573,4.860120914,1,-4.9,-8.2
CHEMBL2159047,4600,nM,O(C)c1c(CC=C(C)C)cc(C2C(=O)c3c(O)cc(O)cc3OC2)cc1,-6.2723775,5.337242168,1,-5.18,-7.8
CHEMBL2159048,17400,nM,O=C1C(c2c(O)cc(O)cc2)=COc2c(CC=C(C)C)c(O)c(CC=C(C)C)cc12,-6.0009999,4.759450752,1,-6.12,-8.4
CHEMBL2206831,18600,nM,O=C(OCC)C(C(=O)OCC)CCCOc1c(C(=O)CC)c(OCCN2CCCC2)ccc1,-7.4358668,4.730487056,1,-5.93,-6
CHEMBL2206347,20400,nM,O=C(OCC)C(C(=O)OCC)CCCOc1c(C(=O)CC)c(OCCN(C)C)ccc1,-6.5379257,4.690369833,1,-5.31,-5.6
CHEMBL2206342,8300,nM,O=C(CC)c1c(OCCCNc2ccc(OC)cc2)cccc1O,-6.3252072,5.080921908,1,-5.51,-6.6
CHEMBL2206341,12500,nM,O=C(CC)c1c(OCCCNc2ccc(C)cc2)cccc1O,-6.3933501,4.903089987,1,-6.46,-6.8
CHEMBL2206340,19200,nM,O=C(CC)c1c(OCCCNCCCC)cccc1O,-7.1002769,4.716698771,1,-5.95,-6.1
CHEMBL2205883,13200,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)C(=O)CC4)=CC3)CC2)CC1,-4.5377369,4.879426069,1,-4.86,-7.2
CHEMBL2205884,9270,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5[nH]nc(C(=O)O)c5C4)=CC3)CC2)CC1,-4.7777457,5.032920266,1,-5.14,-7.3
CHEMBL2205887,39440,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5nnsc5C4)=CC3)CC2)CC1,-4.3909841,4.404063094,1,-4.93,-7.1
CHEMBL2205886,5570,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)C=5NC(=N)SC=5C4)=CC3)CC2)CC1,-4.5238714,5.254144805,1,-4.71,-7.2
CHEMBL2205885,9040,nM,O=C(OC)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)C=5NC(=N)SC=5C4)=CC3)CC2)CC1,-4.9509788,5.04383157,1,-4.8,-7.6
CHEMBL2205888,8620,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5nccnc5C4)=CC3)CC2)CC1,-6.1779957,5.064492734,1,-4.67,-7.4
CHEMBL2205889,28220,nM,O=C(OC)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5nccnc5C4)=CC3)CC2)CC1,-4.5755439,4.549442991,1,-5.33,-8.4
CHEMBL2205890,3610,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)C=5NC(=N)N=CC=5C4)=CC3)CC2)CC1,-4.5024862,5.442492798,1,-4.59,-7.3
CHEMBL2205892,9110,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5nc(C)ncc5C4)=CC3)CC2)CC1,-4.7078691,5.040481623,1,-5.3,-6.8
CHEMBL2205893,11650,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5ncncc5C4)=CC3)CC2)CC1,-5.8848805,4.933674075,1,-5.59,-7.3
CHEMBL2205894,9130,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5oncc5C4)=CC3)CC2)CC1,-4.7536793,5.039529222,1,-4.88,-7.2
CHEMBL2205895,1620,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5n(-c6ccccc6)ncc5C4)=CC3)CC2)CC1,-5.209414,5.790484985,1,-5.23,-6.7
CHEMBL2205896,4110,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5[nH]ncc5C4)=CC3)CC2)CC1,-4.5387301,5.386158178,1,-4.8,-7.2
CHEMBL2205897,19164,nM,O=C(OCC)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)c5[nH]ncc5C4)=CC3)CC2)CC1,-5.496305,4.717513838,1,-4.65,-7.5
CHEMBL2205898,13210,nM,O=C(OC)CCC(C)C1C2(C)C(C3C(C4(C)C(C(C)(C)C(=O)CC4)=CC3)CC2)CC1,-4.998806,4.879097182,1,-4.28,-7.5
CHEMBL1478,12740,nM,O=C(O)CCC(C)C1C2(C)C(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,-4.5833511,4.894830572,1,-4.61,-7
CHEMBL2206072,1000,nM,S(=O)(=O)(C)c1c(-c2c(C(F)(F)F)cccc2)nc2NC(=N)NC(=NC)c2c1,-5.1860719,6,1,-5.35,-6.6
CHEMBL2206071,250,nM,FC(F)(F)c1c(-c2c(C(=O)O)cc3C(=NC)NC(=N)Nc3n2)cccc1,-5.0027304,6.602059991,1,-4.8,-6.8
CHEMBL2206070,270,nM,FC(F)(F)c1c(-c2c(CCC)cc3C(=NC)NC(=N)Nc3n2)cccc1,-5.3815255,6.568636236,1,-5.33,-7
CHEMBL2203315,500,nM,FC(F)(F)c1c(-c2c(C)cc3C(=NC)NC(=N)Nc3n2)cccc1,-5.0414143,6.301029996,1,-5.16,-7
CHEMBL2206069,620,nM,Fc1c(c(N2CCCC2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.4144692,6.207608311,1,-5.18,-6.7
CHEMBL2206068,820,nM,Clc1c(c(N2CCCC2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.3962879,6.086186148,1,-5.2,-6.5
CHEMBL2206067,430,nM,FC(F)(F)c1c(c(N2CCCC2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.1589704,6.366531544,1,-5.28,-7.2
CHEMBL2206066,1350,nM,FC(F)(F)c1c(c(N2CCCCC2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.409514,5.869666232,1,-5.47,-7.1
CHEMBL2206065,1150,nM,FC(F)(F)c1c(c(N2CCOCC2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.0169983,5.93930216,1,-5.45,-7.2
CHEMBL2206064,200,nM,FC(F)(F)c1c(c(Oc2ccccc2)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.7966123,6.698970004,1,-5.64,-8.4
CHEMBL2206063,350,nM,S(C)c1c(c(C(F)(F)F)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.7480021,6.455931956,1,-5.35,-7
CHEMBL2205522,560,nM,FC(F)(F)c1c(c(OC)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.921854,6.251811973,1,-5,-6.7
CHEMBL2205521,260,nM,FC(F)(F)c1c(c(F)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.6019211,6.585026652,1,-5.67,-6.9
CHEMBL2205520,510,nM,Clc1c(c(Cl)ccc1)-c1nc2NC(=N)NC(=NC)c2cc1,-5.440846,6.292429824,1,-5.5,-7.3
CHEMBL2205519,960,nM,Clc1c(-c2nc3NC(=N)NC(=NC)c3cc2)cc(Cl)cc1,-5.4847145,6.017728767,1,-5.96,-7.3
CHEMBL2205518,610,nM,Clc1c(-c2nc3NC(=N)NC(=NC)c3cc2)ccc(Cl)c1,-5.5214534,6.214670165,1,-6.24,-7.6
CHEMBL2205517,1180,nM,Clc1c(Cl)cccc1-c1nc2NC(=N)NC(=NC)c2cc1,-5.5209351,5.928117993,1,-5.79,-7.1
CHEMBL2205516,1160,nM,Clc1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.3731542,5.935542011,1,-5.39,-7.8
CHEMBL2205515,530,nM,Brc1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.2139072,6.27572413,1,-5.7,-7.5
CHEMBL2205514,2390,nM,O=C(O)c1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.5358195,5.621602099,1,-5.34,-6.9
CHEMBL2205513,1370,nM,O=[N+]([O-])c1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.8004737,5.863279433,1,-6.83,-6.9
CHEMBL2205512,2790,nM,O(C)c1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.6009312,5.554395797,1,-5.59,-7.1
CHEMBL2206077,1660,nM,N(C)=C1NC(=N)Nc2nc(-c3c(C)cccc3)ccc12,-5.4162502,5.779891912,1,-5.37,-7.9
CHEMBL2206076,1850,nM,FC(F)(F)c1c(-c2nc3NC(=N)NC(=NCCO)c3cc2)cccc1,-6.0358992,5.732828272,1,-6.07,-7.1
CHEMBL2206075,2430,nM,FC(F)(F)c1c(-c2nc3NC(=N)NC(=NCCC)c3cc2)cccc1,-5.8348646,5.614393726,1,-5.83,-7.5
CHEMBL2206074,1340,nM,FC(F)(F)c1c(-c2nc3NC(=N)NC(=NCC)c3cc2)cccc1,-5.7662063,5.872895202,1,-5.43,-7.3
CHEMBL2206073,480,nM,FC(F)(F)c1c(-c2nc3NC(=N)NC(=NC)c3cc2)cccc1,-5.5151997,6.318758763,1,-5.23,-6.7
CHEMBL2206736,26900,nM,O=C(O)C=Cc1ccc(C=C2C(=O)NC(=NCCCCCCCN=C3SC(=Cc4ccc(C=CC(=O)O)cc4)C(=O)N3)S2)cc1,-8.7007475,4.57024772,1,-6.64,-7.6
CHEMBL2206735,41300,nM,O=C1C(=Cc2ccccc2)SC(NCCCCCCCN=C2SC(=Cc3ccccc3)C(=O)N2)=N1,-6.6859007,4.384049948,1,-6.85,-6
CHEMBL2206734,23400,nM,O=C1C(=Cc2cc(O)c(O)cc2)SC(NCCCCCCCN=C2SC(=Cc3cc(O)c(O)cc3)C(=O)N2)=N1,-6.9034777,4.630784143,1,-8.01,-6.9
CHEMBL2206732,24200,nM,Brc1c(O)c(Br)cc(C=C2C(=O)N=C(NCCCCCCCN=C3SC(=Cc4cc(Br)c(O)c(Br)c4)C(=O)N3)S2)c1,-7.3286886,4.616184634,1,-6.9,-6.3
CHEMBL2207337,46000,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCN2CCN(CCN=C3SC(=Cc4ccc(O)cc4)C(=O)N3)CC2)=N1,-6.9055047,4.337242168,1,-7.56,-7.8
CHEMBL2207336,9100,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCc2cc(CN=C3SC(=Cc4ccc(O)cc4)C(=O)N3)ccc2)=N1,-6.4304681,5.040958608,1,-7.13,-8.2
CHEMBL2207335,9000,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCC2CC(CN=C3SC(=Cc4ccc(O)cc4)C(=O)N3)CCC2)=N1,-6.4151235,5.045757491,1,-7.46,-7.6
CHEMBL2206756,6200,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCCCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-6.7724323,5.207608311,1,-7,-7.3
CHEMBL2206755,11600,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-7.2005415,4.935542011,1,-6.73,-6.3
CHEMBL2206754,30600,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-6.6460476,4.514278574,1,-6.86,-5.9
CHEMBL2206753,12400,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-6.7701836,4.906578315,1,-6.85,-7.1
CHEMBL2206752,20600,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-6.2380977,4.68613278,1,-7,-6.8
CHEMBL2206751,28400,nM,O=C1C(=Cc2ccc(O)cc2)SC(NCCCCN=C2SC(=Cc3ccc(O)cc3)C(=O)N2)=N1,-6.3647299,4.54668166,1,-7.03,-6.8
CHEMBL2207339,13900,nM,O=C(C=C(C)C)CC(O)(C)C1OC(C=CCC(O)(C=C)C)(C)CC1,-6.0901294,4.8569852,1,-4.74,-6.7
CHEMBL2208259,2300,nM,Clc1cc2C(=O)C(=O)N(Cc3oc(C=C4C(=O)Nc5c4cc(Cl)cc5)cc3)c2cc1,-6.4164076,5.638272164,1,-6.29,-8
CHEMBL2208258,3370,nM,Clc1cc2C(=O)C(=O)N(Cc3oc(C=C4C(=O)Nc5c4cc(C)cc5)cc3)c2cc1,-5.8080411,5.472370099,1,-5.99,-8.1
CHEMBL2208257,4590,nM,Clc1cc2C(=O)C(=O)N(Cc3oc(C=C4C(=O)Nc5c4cccc5)cc3)c2cc1,-6.355813,5.338187314,1,-5.87,-8.2
CHEMBL2208256,3460,nM,Clc1cc2C(=Cc3oc(CN4C(=O)C(=O)c5c4ccc(C)c5)cc3)C(=O)Nc2cc1,-6.1692047,5.460923901,1,-5.53,-8.2
CHEMBL2208255,5700,nM,O=C1N(Cc2oc(C=C3C(=O)Nc4c3cc(C)cc4)cc2)c2c(C1=O)cc(C)cc2,-6.1206222,5.244125144,1,-5.73,-8.2
CHEMBL2208254,5230,nM,Brc1cc2C(=Cc3oc(CN4C(=O)C(=O)c5c4ccc(C)c5)cc3)C(=O)Nc2cc1,-5.8719878,5.281498311,1,-6.43,-8.2
CHEMBL2208253,6710,nM,O=C1N(Cc2oc(C=C3C(=O)Nc4c3cccc4)cc2)c2c(C1=O)cc(C)cc2,-6.0646834,5.17327748,1,-6.36,-8.3
CHEMBL2208252,4410,nM,Clc1cc2C(=Cc3oc(CN4C(=O)C(=O)c5c4cccc5)cc3)C(=O)Nc2cc1,-6.0061855,5.355561411,1,-6.26,-8.4
CHEMBL2208251,5350,nM,O=[N+]([O-])c1cc2C(=Cc3oc(CN4C(=O)C(=O)c5c4cccc5)cc3)C(=O)Nc2cc1,-6.2007818,5.271646218,1,-7.98,-8.7
CHEMBL2208250,9820,nM,O=C1N(Cc2oc(C=C3C(=O)Nc4c3cc(C)cc4)cc2)c2c(C1=O)cccc2,-5.9757333,5.007888512,1,-5.98,-8.4
CHEMBL2208249,2800,nM,Brc1cc2C(=Cc3oc(CN4C(=O)C(=O)c5c4cccc5)cc3)C(=O)Nc2cc1,-6.0796542,5.552841969,1,-6.24,-8.2
