Chembl_ID,IC50,units,SMILES,S_MOE,pIC50,activo,S_Ledock,S_VINA
CHEMBL465069,7600,nM,O(C)c1c2c3c(O)cccc3c3Oc4c(cccc4)C4c3c2c(c(O)c1)C(O)C4,-5.0944743,5.119186408,1,-5,-7.4
CHEMBL403093,4300,nM,O=C1C2C(=O)CC3c4c(Oc5c3cccc5)c3c(c(C(O)C1)c24)ccc(O)c3,-5.5161877,5.366531544,1,-4.58,-7.5
CHEMBL403411,5600,nM,Oc1c(O)c-2c3c4c1C(O)CC(O)c4c1c(O)cccc1c3Oc1c-2cccc1,-4.589488,5.251811973,1,-4.53,-7.1
CHEMBL260920,11800,nM,O=C(Nc1c2c(ccc1)cccc2)CCCn1nnc(-c2c(-c3ccccc3)oc3c2cc(C(=O)O)c(O)c3)c1,-6.8963447,4.928117993,1,-6.74,-8.7
CHEMBL260425,38000,nM,S(=O)(=O)(N(Cc1cc(C)c(OC(C(=O)O)Cc2ccccc2)c(C)c1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.1674328,4.420216403,1,-6.19,-8
CHEMBL260924,153000,nM,S(=O)(=O)(N(Cc1ccc(C(C(=O)O)C)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.7090797,3.815308569,0,-7.41,-8.6
CHEMBL260919,74200,nM,S(=O)(=O)(N(Cc1ccc(C(C(=O)O)(C(=O)O)C)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.3955722,4.129596095,1,-7.68,-8.4
CHEMBL261846,237000,nM,S(=O)(=O)(N(Cc1cc(OC)c(OC(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.2384715,3.625251654,0,-7.59,-8.6
CHEMBL408447,52100,nM,Brc1c(OC(F)(F)C(=O)O)ccc(CN(S(=O)(=O)c2ccccc2)Cc2ccc(-c3nnsc3)cc2)c1,-7.7029262,4.283162277,1,-7.51,-9
CHEMBL258479,77900,nM,Brc1c(OC(F)(F)C(=O)O)ccc(CN(S(=O)(=O)c2ccc(OCC(=O)O)cc2)Cc2ccc(-c3nnsc3)cc2)c1,-7.6791253,4.108462542,1,-8.18,-8.6
CHEMBL262084,60300,nM,S(=O)(=O)(N(Cc1ccc(C(=O)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.9437742,4.219682688,1,-7.36,-8.7
CHEMBL410625,27600,nM,S(=O)(=O)(N(Cc1ccc(C(=O)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.7542396,4.559090918,1,-8.23,-8.1
CHEMBL259071,51800,nM,S(=O)(=O)(N(Cc1ccc(C(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.3481932,4.28567024,1,-8.01,-8.5
CHEMBL259284,17700,nM,S(=O)(=O)(N(Cc1ccc(C(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.8376775,4.752026734,1,-7.92,-8.1
CHEMBL428783,235000,nM,S(=O)(=O)(N(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-6.8803043,3.628932138,0,-7.57,-7.9
CHEMBL409311,13800,nM,Brc1c(NC(=O)C(=O)O)ccc(CN(S(=O)(=O)c2ccccc2)Cc2ccc(-c3nnsc3)cc2)c1,-7.2651467,4.860120914,1,-7.87,-8.4
CHEMBL259505,10100,nM,S(=O)(=O)(N(Cc1cc(C(=O)O)c(NC(=O)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.9563565,4.995678626,1,-7.75,-8.5
CHEMBL445680,1400,nM,S(=O)(=O)(N(Cc1cc(C(=O)O)c(NC(=O)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.668623,5.853871964,1,-7.71,-8.3
CHEMBL264144,63600,nM,S(=O)(=O)(N(Cc1cc2c(oc(C(=O)O)c2)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.546638,4.196542884,1,-7.31,-8.7
CHEMBL410332,29100,nM,S(=O)(=O)(N(Cc1cc2c(oc(C(=O)O)c2)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.4649544,4.536107011,1,-7.5,-7.5
CHEMBL261469,232000,nM,S(=O)(=O)(N(Cc1ccc(S(=O)(=O)CC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.4801016,3.634512015,0,-7.68,-8.5
CHEMBL264404,173000,nM,S(=O)(=O)(N(Cc1ccc(S(=O)CC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-8.0155621,3.761953897,0,-7.7,-8.3
CHEMBL261049,115000,nM,S(=O)(=O)(N(Cc1ccc(SCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.6646686,3.93930216,0,-7.38,-8
CHEMBL408711,114000,nM,S(=O)(=O)(N(Cc1ccc(SCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.3227625,3.943095149,0,-7.66,-7.8
CHEMBL406646,12200,nM,S(=O)(=O)(N(Cc1cc(C(=O)O)c(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.8845191,4.913640169,1,-7.7,-8.8
CHEMBL259456,4400,nM,S(=O)(=O)(N(Cc1cc(C(=O)O)c(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.3486919,5.356547324,1,-7.5,-7.7
CHEMBL259455,80700,nM,S(=O)(=O)(N(Cc1cc(C)c(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.3286247,4.093126465,1,-6.91,-8.5
CHEMBL260675,76200,nM,S(=O)(=O)(N(Cc1cc(C)c(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.8074293,4.118045029,1,-7.52,-7.7
CHEMBL410483,7900,nM,Brc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccccc2)Cc2ccc(-c3nnsc3)cc2)c1,-7.9815249,5.102372909,1,-7.29,-8
CHEMBL407722,4100,nM,Brc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccc(OCC(=O)O)cc2)Cc2ccc(-c3nnsc3)cc2)c1,-8.6184664,5.387216143,1,-7.84,-7.8
CHEMBL258463,53800,nM,Clc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccccc2)Cc2ccc(-c3nnsc3)cc2)c1,-6.7161126,4.269217724,1,-7.38,-8.3
CHEMBL259170,57700,nM,Clc1c(OCC(=O)O)ccc(CN(S(=O)(=O)c2ccc(OCC(=O)O)cc2)Cc2ccc(-c3nnsc3)cc2)c1,-8.125041,4.238824187,1,-8.12,-8.2
CHEMBL259171,137000,nM,S(=O)(=O)(N(Cc1cc(F)c(OCC(=O)O)c(F)c1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.6780968,3.863279433,0,-7.33,-8.4
CHEMBL261732,19900,nM,S(=O)(=O)(N(Cc1cc(F)c(OCC(=O)O)c(F)c1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.7008495,4.701146924,1,-7.75,-8
CHEMBL260991,198000,nM,S(=O)(=O)(N(Cc1cc(OC(F)(F)C(=O)O)ccc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-6.7338886,3.70333481,0,-7.13,-9.1
CHEMBL260992,230000,nM,S(=O)(=O)(N(Cc1cc(OC(F)(F)C(=O)O)ccc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-7.696909,3.638272164,0,-7.73,-8
CHEMBL261206,97100,nM,S(=O)(=O)(N(Cc1ccc(OC(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.3282399,4.01278077,1,-7.4,-8.7
CHEMBL260925,29100,nM,S(=O)(=O)(N(Cc1ccc(OC(F)(F)C(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.6338654,4.536107011,1,-7.46,-8.6
CHEMBL428791,54100,nM,S(=O)(=O)(N(Cc1ccc(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-7.8894215,4.266802735,1,-6.88,-8.3
CHEMBL258697,59600,nM,S(=O)(=O)(N(Cc1ccc(OCC(=O)O)cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.137764,4.22475374,1,-6.98,-7.6
CHEMBL409829,123000,nM,S(=O)(=O)(N(Cc1ccc(C[P+]([OH0])(=O)[O-])cc1)Cc1ccc(-c2nnsc2)cc1)c1ccccc1,-8.1296854,3.910094889,0,-8.2,-8.6
CHEMBL409926,96800,nM,S(=O)(=O)(N(Cc1ccc(C[P+]([OH0])(=O)[O-])cc1)Cc1ccc(-c2nnsc2)cc1)c1ccc(OCC(=O)O)cc1,-8.1206684,4.014124643,1,-9.28,-8.3
CHEMBL410646,16,nM,[P+]([OH0])(=O)([O-])C(F)(F)c1ccc(CC(C)(n2nnc3c2cccc3)c2ccccc2)cc1,-8.1392765,7.795880017,1,-7.71,-8.9
CHEMBL260442,310,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)cc(C#N)cc2,-7.465096,6.508638306,1,-6.64,-8.3
CHEMBL259628,120,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(C#N)c2,-7.733891,6.920818754,1,-6.95,-8.5
CHEMBL259051,90,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CC#N)c2,-8.0605211,7.045757491,1,-7.17,-8.5
CHEMBL259050,510,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(COC)c2,-7.9358587,6.292429824,1,-6.96,-8.4
CHEMBL259267,1300,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CS(=O)(=O)C)c2,-8.2364006,5.886056648,1,-7.58,-8.7
CHEMBL259266,1500,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(CNC(=O)C)c2,-8.6646729,5.823908741,1,-7.58,-8.8
CHEMBL408382,330,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2c(c1)ccc(C)c2,-7.6670914,6.48148606,1,-6.58,-8.7
CHEMBL260914,250,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)N)ccc2c1,-7.9580879,6.602059991,1,-7.3,-8.7
CHEMBL407893,1260,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)NC)ccc2c1,-8.2665539,5.899629455,1,-7.41,-8.9
CHEMBL261108,45,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)NCc3ccccc3)ccc2c1,-8.3421459,7.346787486,1,-7.72,-8.4
CHEMBL261362,27,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)Nc3cc(F)ccc3)ccc2c1,-8.6149683,7.568636236,1,-7.45,-8.6
CHEMBL261418,60,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C(=O)Nc3ccccc3)ccc2c1,-8.5296869,7.22184875,1,-7.32,-8.6
CHEMBL411295,7,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C=Cc3cc(C(=O)O)ccc3)ccc2c1,-7.0618105,8.15490196,1,-7.19,-7.9
CHEMBL261419,160,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C=Cc3ccccc3)ccc2c1,-8.1455669,6.795880017,1,-7.12,-6.8
CHEMBL405419,14000,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)cc2nc(C)ccc2c1,-7.7737274,4.853871964,1,-6.73,-8.8
CHEMBL514108,15000,nM,O=C(O)C(N=C(C)C1C(=O)C2(C)c3c(O)c(C)c(O)c(C(=O)C)c3OC2=CC1=O)CCC(=O)OC,-5.7928801,4.823908741,1,-5.74,-6.2
CHEMBL367881,16400,nM,O=C(C)c1c(O)c(C)c(O)c2C3(C)C(=O)C(C(=O)C)C(=O)C=C3Oc12,-5.0596914,4.785156152,1,-5.58,-7.3
CHEMBL457491,23200,nM,O=C(O)C(N=C(C)C1C(=O)C2(C)c3c(O)c(C)c(O)c(C(=O)C)c3OC2=CC1=O)CCC(=O)O,-6.4283285,4.634512015,1,-6.3,-7.8
CHEMBL502257,96700,nM,S(=O)(=O)(O)c1cc2c(N=Nc3c([N+](=O)[O-])cccc3)c(O)[nH]c2cc1,-6.9768648,4.014573526,1,-6.75,-8.2
CHEMBL497509,38200,nM,O=C(O)c1cc(N=Nc2c(O)[nH]c3c2cc(C(=O)O)cc3)ccc1,-7.2750916,4.417936637,1,-6.61,-8.9
CHEMBL526644,1500,nM,O=C(O)c1c(N=Nc2c(O)[nH]c3c2cc(C(=O)O)cc3)cccc1,-7.184103,5.823908741,1,-6.75,-9.1
CHEMBL498474,63100,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cc1,-7.5165162,4.199970641,1,-6.98,-8.7
CHEMBL498473,32800,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cc1,-6.8705378,4.484126156,1,-7.16,-8.8
CHEMBL500677,19300,nM,Clc1c(CCNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)ccc(Cl)c1,-6.8325119,4.714442691,1,-7.61,-8.6
CHEMBL502014,54900,nM,Clc1c(F)ccc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)c1,-7.0911808,4.260427656,1,-6.82,-8.9
CHEMBL526369,11400,nM,S(=O)(=O)(NCc1ccc(F)cc1)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.6000438,4.943095149,1,-7.09,-8.7
CHEMBL502013,14500,nM,S(=O)(=O)(NCc1ccc(F)cc1)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-6.8719921,4.838631998,1,-6.86,-8.8
CHEMBL526177,25700,nM,Clc1c(C(F)(F)F)cc(CNS(=O)(=O)c2cc3c(N=Nc4c(C(=O)O)cccc4)c(O)[nH]c3cc2)cc1,-6.6594768,4.590066877,1,-6.66,-8.3
CHEMBL502006,19400,nM,Clc1c(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cccc1,-6.9988413,4.71219827,1,-7.01,-8.8
CHEMBL525078,11700,nM,Clc1c(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cccc1,-6.9344754,4.931814138,1,-7.42,-8.8
CHEMBL499061,7500,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4ccc(C(=O)O)cc4)c(O)[nH]c3cc2)cc1,-6.6954412,5.124938737,1,-7.22,-8.8
CHEMBL502815,18800,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)cc1,-6.8441024,4.725842151,1,-6.99,-8.8
CHEMBL502540,15400,nM,Clc1cc(CNS(=O)(=O)c2cc3c(N=Nc4cc(C(=O)O)ccc4)c(O)[nH]c3cc2)ccc1,-7.344327,4.812479279,1,-7.45,-8.7
CHEMBL502539,2500,nM,S(=O)(=O)(NCc1ccccc1)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.7006383,5.602059991,1,-7.38,-8.7
CHEMBL527109,11300,nM,S(=O)(=O)(NCc1ccc(C)cc1)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-7.2587781,4.946921557,1,-6.53,-9
CHEMBL525812,9800,nM,Clc1ccc(CNS(=O)(=O)c2cc3c(N=Nc4c([N+](=O)[O-])cccc4)c(O)[nH]c3cc2)cc1,-5.7992272,5.008773924,1,-6.79,-7.5
CHEMBL446483,156600,nM,S(=O)(=O)(N)c1cc2c(N=Nc3c([N+](=O)[O-])cccc3)c(O)[nH]c2cc1,-6.6406054,3.805208242,0,-7.03,-8
CHEMBL499329,9300,nM,S(=O)(=O)(NC(C)C)c1cc2c(N=Nc3ccc(C(=O)O)cc3)c(O)[nH]c2cc1,-6.5694375,5.031517051,1,-6.89,-8.3
CHEMBL526866,37100,nM,S(=O)(=O)(NC(C)C)c1cc2c(N=Nc3cc(C(=O)O)ccc3)c(O)[nH]c2cc1,-6.8346052,4.43062609,1,-6.76,-8.1
CHEMBL492708,17000,nM,O=C1C(Cc2ccc(-c3ccc(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1ccc(O)c2,-5.6753588,4.769551079,1,-5.8,-7.8
CHEMBL515146,2000,nM,O=C1C(Cc2ccc(-c3ccccc3)cc2)=C(c2ccc(O)cc2)Oc2c1cc(O)c(O)c2,-6.4304376,5.698970004,1,-6.03,-8.1
CHEMBL494537,900,nM,O=C(O)c1c(O)cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)cccc4)cc2)cc1,-6.9089365,6.045757491,1,-6.33,-9.2
CHEMBL495142,1000,nM,O=C(O)c1c(O)cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)ccc(O)c4)cc2)cc1,-5.7349057,6,1,-5.61,-9.4
CHEMBL523885,5000,nM,O=C1C(Cc2ccc(-c3cc(O)c(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1cccc2,-5.5852742,5.301029996,1,-6.73,-8.4
CHEMBL521821,7700,nM,O=C1C(Cc2ccc(-c3cc(O)c(O)cc3)cc2)=C(c2ccc(O)cc2)Oc2c1ccc(O)c2,-5.2659564,5.113509275,1,-6.33,-7.7
CHEMBL493122,6200,nM,O=C(O)c1cc(-c2ccc(CC3=C(c4ccc(O)cc4)Oc4c(C3=O)ccc(O)c4)cc2)ccc1,-5.9655056,5.207608311,1,-6.2,-8.9
CHEMBL474021,1080,nM,O=C(c1c(-c2ccc(-c3ccc(O)cc3)cc2)c2c(o1)cccc2)c1ccc(O)cc1,-5.2462907,5.966576245,1,-5.67,-7.9
CHEMBL493908,10900,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.4891305,4.962573502,1,-4.92,-5.6
CHEMBL470029,3500,nM,O=C(O)C12C(C=3C(C)(C4(C)C(C5(C)C(C(C)(C)C(=O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,-4.5372686,5.455931956,1,-3.98,-6.5
CHEMBL399873,15600,nM,OCC12C(C(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(C)(C)C(O)CC4)CC3)CC=1)CC2,-4.1214757,4.806875402,1,-3.74,-6.2
CHEMBL493893,18800,nM,O=C(O)C12C(C(O)C(C)(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.2312336,4.725842151,1,-4.65,-5.6
CHEMBL494111,8100,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(=O)CC4)CC3)CC=1)CC2,-4.3229818,5.091514981,1,-4.82,-5.9
CHEMBL522373,12800,nM,O=C(O)C12C(C(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(CO)(C)C(O)CC4)CC3)CC=1)CC2,-4.5351524,4.89279003,1,-4.32,-5.5
CHEMBL486986,3900,nM,O=C(O)C12C(C(O)(C)C(C)CC1)C=1C(C)(C3(C)C(C4(C)C(C(C)(C)C(O)CC4)CC3)CC=1)CC2,-4.6323333,5.408935393,1,-4.21,-6.3
CHEMBL458936,13900,nM,O=C1c2c(O)cc(O)cc2OC(c2c(CC=C(C)C)c3c(c(O)c2)OC(C)(C)C=C3)C1,-5.9261236,4.8569852,1,-5.49,-7.9
CHEMBL458555,14900,nM,O=C1c2c(O)cc(O)cc2OC(c2cc(CC=C(C)C)c3OC(C)(C)C(O)Cc3c2)C1,-6.0176353,4.826813732,1,-5.56,-7.8
CHEMBL515537,17900,nM,O(C)c1c2OC(CO)(C)C=Cc2cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)c1,-6.2335563,4.747146969,1,-5.53,-8.2
CHEMBL457525,18200,nM,O(C)c1c2OC(C)(C)C(O)Cc2cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)c1,-6.3551583,4.739928612,1,-5.37,-7.2
CHEMBL458620,18200,nM,O=C1c2c(O)cc(O)cc2OC(c2c(CC=C(C)C)c(O)c3OC(C)(C)C(O)C(O)c3c2)C1,-5.8153319,4.739928612,1,-5.54,-7.8
CHEMBL515837,18900,nM,O(C)c1c(C=CC(O)(C)C)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)cc1CC=C(C)C,-6.3745065,4.723538196,1,-6.26,-8.7
CHEMBL458619,19000,nM,O=C1c2c(O)cc(O)cc2OC(c2cc(CC=C(C)C)c3OC(C)(C)C(O)C(O)c3c2)C1,-6.59655,4.721246399,1,-6,-8.2
CHEMBL513969,21600,nM,O(C)c1c(C=CC(=C)C)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)cc1CC=C(C)C,-6.6097221,4.665546249,1,-5.72,-8.5
CHEMBL476249,1900,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(Oc4ccccc4)ccc3)SC2=Nc2ccccc2)cc1,-6.8492026,5.721246399,1,-6.28,-9
CHEMBL478274,1100,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(Oc4ccccc4)cc3)SC2=Nc2ccccc2)cc1,-6.165215,5.958607315,1,-6.14,-8.3
CHEMBL514239,3800,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(OCc4ccccc4)ccc3)SC2=Nc2ccccc2)cc1,-7.3269596,5.420216403,1,-6.57,-8.7
CHEMBL477262,1100,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(OCc4ccccc4)cc3)SC2=Nc2ccccc2)cc1,-7.0300536,5.958607315,1,-6.06,-8
CHEMBL477263,14000,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3c4c(ccc3)cccc4)SC2=Nc2ccccc2)cc1,-7.0227046,4.853871964,1,-6.4,-9.2
CHEMBL476666,1900,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc4c(cc3)cccc4)SC2=Nc2ccccc2)cc1,-6.4011459,5.721246399,1,-6.14,-8.7
CHEMBL476664,35400,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(O)ccc3)SC2=Nc2ccccc2)cc1,-6.6617074,4.450996738,1,-6.06,-8.6
CHEMBL476669,30100,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3ccc(O)cc3)SC2=Nc2ccccc2)cc1,-7.0531521,4.521433504,1,-5.9,-8.6
CHEMBL514517,32100,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(O)c(OC)cc3)SC2=Nc2ccccc2)cc1,-7.5246377,4.493494968,1,-6.4,-8.3
CHEMBL514711,33700,nM,O=C(O)c1ccc(CN2C(=O)C(=Cc3cc(OC)c(O)cc3)SC2=Nc2ccccc2)cc1,-7.0142426,4.472370099,1,-6.08,-8.2
CHEMBL478312,19500,nM,O=C(O)c1c(O)ccc(C=C2C(=O)N(Cc3ccc(C(=O)O)cc3)C(=Nc3ccccc3)S2)c1,-6.8065372,4.709965389,1,-6.4,-8.3
CHEMBL482750,58000,nM,S(C)c1c(C#N)c(N)c(C#N)c(c1-c1ccccc1)-c1ccccc1,-4.8062868,4.236572006,1,-4.86,-5
CHEMBL482965,86000,nM,S(C)c1c(C#N)c(N)c(C#N)c(c1-c1ccccc1)-c1ccc(OC)cc1,-4.9324784,4.065501549,1,-4.86,-5.1
CHEMBL482966,72000,nM,S(C)c1c(C#N)c(N)c(C#N)c(c1-c1ccc(OC)cc1)-c1ccc(OC)cc1,-5.26793,4.142667504,1,-5.02,-5.1
CHEMBL469992,69000,nM,O=C(NCCc1ccc(OC)cc1)Cc1c2c(ccc1)cccc2,-6.2874231,4.161150909,1,-5.3,-7.8
CHEMBL511278,87000,nM,O=[N+]([O-])c1c(CC(=O)NCCc2ccc(OC)cc2)cccc1,-6.2546906,4.060480747,1,-6.29,-6.9
CHEMBL469993,74000,nM,O=C(NCCc1ccc(OC)cc1)COc1ccccc1,-6.1392479,4.13076828,1,-5.44,-7.2
CHEMBL1162223,6,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)ccc(CSCc2ccc(-c3cc(S(=O)(=O)N)c(Br)cc3)cc2)c1,-8.55445,8.22184875,1,-8.86,-8.5
CHEMBL1162227,6000,nM,Brc1c(C(S(=O)(=O)O)(F)F)ccc(CSCc2ccc(-c3cc(C(S(=O)(=O)N)(F)F)c(Br)cc3)cc2)c1,-8.8875513,5.22184875,1,-8.91,-9.5
CHEMBL1162226,30,nM,Brc1c(C([P+]([OH0])(=O)[O-])(F)F)ccc(CSCc2ccc(-c3cc(C(S(=O)(=O)N)(F)F)c(Br)cc3)cc2)c1,-8.0567846,7.522878745,1,-8.58,-8.3
CHEMBL1162225,19000,nM,Brc1c(CS(=O)(=O)O)ccc(CSCc2ccc(-c3cc(S(=O)(=O)N)c(Br)cc3)cc2)c1,-8.8221235,4.721246399,1,-8.01,-8.3
CHEMBL1162224,13000,nM,Brc1c(C(S(=O)(=O)O)(F)F)ccc(CSCc2ccc(-c3cc(S(=O)(=O)N)c(Br)cc3)cc2)c1,-7.7665052,4.886056648,1,-8.72,-9.4
CHEMBL1162229,10000,nM,S(=O)(=O)(O)C(F)(F)c1cc(CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)O)C)CC(=O)O)CCC(=O)O)C(=O)NC(C(=O)N)CC(C)C)ccc1,-9.1281319,5,1,-9.75,-8
CHEMBL502657,44000,nM,S(=O)(=O)(O)Cc1cc(CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)O)C)CC(=O)O)CCC(=O)O)C(=O)NC(C(=O)N)CC(C)C)ccc1,-9.5069103,4.356547324,1,-8.38,-7.1
CHEMBL459758,4850,nM,O=C(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)=C(c2c(O)ccc(O)c2)O1)C,-6.0632319,5.314258261,1,-4.89,-6
CHEMBL505561,870,nM,O=C(OCc1nnn(CC2C(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C(c3c(OC)ccc(OC)c3)O2)c1)c1cc(C(=O)OCc2nnn(CC3C(OC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C(c4c(OC)ccc(OC)c4)O3)c2)ccc1,-8.6693678,6.060480747,1,-4.6,-4.5
